alert,alertRef,attack,confidence,cweid,description,evidence,id,inputVector,messageId,method,name,other,param,pluginId,reference,risk,solution,sourceMessageId,sourceid,tags,url,wascid
"Server Leaks Version Information via ""Server"" HTTP Response Header Field",10036,,High,497,"The web/application server is leaking version information via the ""Server"" HTTP response header. Access to such information may facilitate attackers identifying other vulnerabilities your web/application server is subject to.",Apache/2.4.25 (Debian),311,,2461,GET,"Server Leaks Version Information via ""Server"" HTTP Response Header Field",,,10036,"https://httpd.apache.org/docs/current/mod/core.html#servertokens
https://learn.microsoft.com/en-us/previous-versions/msp-n-p/ff648552(v=pandp.10)
https://www.troyhunt.com/shhh-dont-let-your-response-headers/",Low,"Ensure that your web server, application server, load balancer, etc. is configured to suppress the ""Server"" header or provide generic details.",2461,3,"{'OWASP_2021_A05': 'https://owasp.org/Top10/A05_2021-Security_Misconfiguration/', 'POLICY_QA_STD': '', 'POLICY_PENTEST': '', 'OWASP_2017_A06': 'https://owasp.org/www-project-top-ten/2017/A6_2017-Security_Misconfiguration.html', 'WSTG-v42-INFO-02': 'https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/01-Information_Gathering/02-Fingerprint_Web_Server', 'CWE-497': 'https://cwe.mitre.org/data/definitions/497.html'}",http://dvwa/icons/image2.gif,13
Missing Anti-clickjacking Header,10020-1,,Medium,1021,The response does not protect against 'ClickJacking' attacks. It should include either Content-Security-Policy with 'frame-ancestors' directive or X-Frame-Options.,,312,,2463,GET,Missing Anti-clickjacking Header,,x-frame-options,10020,https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers/X-Frame-Options,Medium,"Modern Web browsers support the Content-Security-Policy and X-Frame-Options HTTP headers. Ensure one of them is set on all web pages returned by your site/app.
If you expect the page to be framed only by pages on your server (e.g. it's part of a FRAMESET) then you'll want to use SAMEORIGIN, otherwise if you never expect the page to be framed, you should use DENY. Alternatively consider implementing Content Security Policy's ""frame-ancestors"" directive.",2463,3,"{'OWASP_2021_A05': 'https://owasp.org/Top10/A05_2021-Security_Misconfiguration/', 'POLICY_QA_STD': '', 'POLICY_PENTEST': '', 'CWE-1021': 'https://cwe.mitre.org/data/definitions/1021.html', 'WSTG-v42-CLNT-09': 'https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/11-Client-side_Testing/09-Testing_for_Clickjacking', 'OWASP_2017_A06': 'https://owasp.org/www-project-top-ten/2017/A6_2017-Security_Misconfiguration.html'}",http://dvwa/dvwa/?C=S;O=D,15
Directory Browsing,10033,,Medium,548,"It is possible to view a listing of the directory contents. Directory listings may reveal hidden scripts, include files, backup source files, etc., which can be accessed to reveal sensitive information.",<title>Index of /dvwa</title>,313,,2456,GET,Directory Browsing,Web server identified: Apache 2,,10033,https://cwe.mitre.org/data/definitions/548.html,Medium,Configure the web server to disable directory browsing.,2456,3,"{'OWASP_2021_A05': 'https://owasp.org/Top10/A05_2021-Security_Misconfiguration/', 'POLICY_QA_STD': '', 'CWE-548': 'https://cwe.mitre.org/data/definitions/548.html', 'POLICY_PENTEST': '', 'OWASP_2017_A06': 'https://owasp.org/www-project-top-ten/2017/A6_2017-Security_Misconfiguration.html'}",http://dvwa/dvwa/?C=D;O=D,16
Content Security Policy (CSP) Header Not Set,10038-1,,High,693,"Content Security Policy (CSP) is an added layer of security that helps to detect and mitigate certain types of attacks, including Cross Site Scripting (XSS) and data injection attacks. These attacks are used for everything from data theft to site defacement or distribution of malware. CSP provides a set of standard HTTP headers that allow website owners to declare approved sources of content that browsers should be allowed to load on that page — covered types are JavaScript, CSS, HTML frames, fonts, images and embeddable objects such as Java applets, ActiveX, audio and video files.",,314,,2452,GET,Content Security Policy (CSP) Header Not Set,,,10038,"https://developer.mozilla.org/en-US/docs/Web/Security/CSP/Introducing_Content_Security_Policy
https://cheatsheetseries.owasp.org/cheatsheets/Content_Security_Policy_Cheat_Sheet.html
https://www.w3.org/TR/CSP/
https://w3c.github.io/webappsec-csp/
https://web.dev/articles/csp
https://caniuse.com/#feat=contentsecuritypolicy
https://content-security-policy.com/",Medium,"Ensure that your web server, application server, load balancer, etc. is configured to set the Content-Security-Policy header.",2452,3,"{'OWASP_2021_A05': 'https://owasp.org/Top10/A05_2021-Security_Misconfiguration/', 'POLICY_QA_STD': '', 'POLICY_PENTEST': '', 'CWE-693': 'https://cwe.mitre.org/data/definitions/693.html', 'OWASP_2017_A06': 'https://owasp.org/www-project-top-ten/2017/A6_2017-Security_Misconfiguration.html'}",http://dvwa/dvwa/images/?C=D;O=A,15
Directory Browsing,10033,,Medium,548,"It is possible to view a listing of the directory contents. Directory listings may reveal hidden scripts, include files, backup source files, etc., which can be accessed to reveal sensitive information.",<title>Index of /dvwa/images</title>,315,,2452,GET,Directory Browsing,Web server identified: Apache 2,,10033,https://cwe.mitre.org/data/definitions/548.html,Medium,Configure the web server to disable directory browsing.,2452,3,"{'OWASP_2021_A05': 'https://owasp.org/Top10/A05_2021-Security_Misconfiguration/', 'POLICY_QA_STD': '', 'CWE-548': 'https://cwe.mitre.org/data/definitions/548.html', 'POLICY_PENTEST': '', 'OWASP_2017_A06': 'https://owasp.org/www-project-top-ten/2017/A6_2017-Security_Misconfiguration.html'}",http://dvwa/dvwa/images/?C=D;O=A,16
"Server Leaks Version Information via ""Server"" HTTP Response Header Field",10036,,High,497,"The web/application server is leaking version information via the ""Server"" HTTP response header. Access to such information may facilitate attackers identifying other vulnerabilities your web/application server is subject to.",Apache/2.4.25 (Debian),316,,2449,GET,"Server Leaks Version Information via ""Server"" HTTP Response Header Field",,,10036,"https://httpd.apache.org/docs/current/mod/core.html#servertokens
https://learn.microsoft.com/en-us/previous-versions/msp-n-p/ff648552(v=pandp.10)
https://www.troyhunt.com/shhh-dont-let-your-response-headers/",Low,"Ensure that your web server, application server, load balancer, etc. is configured to suppress the ""Server"" header or provide generic details.",2449,3,"{'OWASP_2021_A05': 'https://owasp.org/Top10/A05_2021-Security_Misconfiguration/', 'POLICY_QA_STD': '', 'POLICY_PENTEST': '', 'OWASP_2017_A06': 'https://owasp.org/www-project-top-ten/2017/A6_2017-Security_Misconfiguration.html', 'WSTG-v42-INFO-02': 'https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/01-Information_Gathering/02-Fingerprint_Web_Server', 'CWE-497': 'https://cwe.mitre.org/data/definitions/497.html'}",http://dvwa/dvwa/?C=N;O=A,13
Application Error Disclosure,90022,,Medium,550,This page contains an error/warning message that may disclose sensitive information like the location of the file that produced the unhandled exception. This information can be used to launch further attacks against the web application. The alert could be a false positive if the error message is found inside a documentation page.,Parent Directory,317,,2454,GET,Application Error Disclosure,,,90022,,Medium,Review the source code of this page. Implement custom error pages. Consider implementing a mechanism to provide a unique error reference/identifier to the client (browser) while logging the details on the server side and not exposing them to the user.,2454,3,"{'WSTG-v42-ERRH-02': 'https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/08-Testing_for_Error_Handling/02-Testing_for_Stack_Traces', 'WSTG-v42-ERRH-01': 'https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/08-Testing_for_Error_Handling/01-Testing_For_Improper_Error_Handling', 'OWASP_2021_A05': 'https://owasp.org/Top10/A05_2021-Security_Misconfiguration/', 'POLICY_QA_STD': '', 'POLICY_PENTEST': '', 'CWE-550': 'https://cwe.mitre.org/data/definitions/550.html', 'OWASP_2017_A06': 'https://owasp.org/www-project-top-ten/2017/A6_2017-Security_Misconfiguration.html'}",http://dvwa/dvwa/css/?C=M;O=D,13
X-Content-Type-Options Header Missing,10021,,Medium,693,"The Anti-MIME-Sniffing header X-Content-Type-Options was not set to 'nosniff'. This allows older versions of Internet Explorer and Chrome to perform MIME-sniffing on the response body, potentially causing the response body to be interpreted and displayed as a content type other than the declared content type. Current (early 2014) and legacy versions of Firefox will use the declared content type (if one is set), rather than performing MIME-sniffing.",,318,,2449,GET,X-Content-Type-Options Header Missing,"This issue still applies to error type pages (401, 403, 500, etc.) as those pages are often still affected by injection issues, in which case there is still concern for browsers sniffing pages away from their actual content type.
At ""High"" threshold this scan rule will not alert on client or server error responses.",x-content-type-options,10021,"https://learn.microsoft.com/en-us/previous-versions/windows/internet-explorer/ie-developer/compatibility/gg622941(v=vs.85)
https://owasp.org/www-community/Security_Headers",Low,"Ensure that the application/web server sets the Content-Type header appropriately, and that it sets the X-Content-Type-Options header to 'nosniff' for all web pages.
If possible, ensure that the end user uses a standards-compliant and modern web browser that does not perform MIME-sniffing at all, or that can be directed by the web application/web server to not perform MIME-sniffing.",2449,3,"{'OWASP_2021_A05': 'https://owasp.org/Top10/A05_2021-Security_Misconfiguration/', 'POLICY_QA_STD': '', 'POLICY_PENTEST': '', 'CWE-693': 'https://cwe.mitre.org/data/definitions/693.html', 'OWASP_2017_A06': 'https://owasp.org/www-project-top-ten/2017/A6_2017-Security_Misconfiguration.html'}",http://dvwa/dvwa/?C=N;O=A,15
"Server Leaks Version Information via ""Server"" HTTP Response Header Field",10036,,High,497,"The web/application server is leaking version information via the ""Server"" HTTP response header. Access to such information may facilitate attackers identifying other vulnerabilities your web/application server is subject to.",Apache/2.4.25 (Debian),319,,2452,GET,"Server Leaks Version Information via ""Server"" HTTP Response Header Field",,,10036,"https://httpd.apache.org/docs/current/mod/core.html#servertokens
https://learn.microsoft.com/en-us/previous-versions/msp-n-p/ff648552(v=pandp.10)
https://www.troyhunt.com/shhh-dont-let-your-response-headers/",Low,"Ensure that your web server, application server, load balancer, etc. is configured to suppress the ""Server"" header or provide generic details.",2452,3,"{'OWASP_2021_A05': 'https://owasp.org/Top10/A05_2021-Security_Misconfiguration/', 'POLICY_QA_STD': '', 'POLICY_PENTEST': '', 'OWASP_2017_A06': 'https://owasp.org/www-project-top-ten/2017/A6_2017-Security_Misconfiguration.html', 'WSTG-v42-INFO-02': 'https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/01-Information_Gathering/02-Fingerprint_Web_Server', 'CWE-497': 'https://cwe.mitre.org/data/definitions/497.html'}",http://dvwa/dvwa/images/?C=D;O=A,13
Content Security Policy (CSP) Header Not Set,10038-1,,High,693,"Content Security Policy (CSP) is an added layer of security that helps to detect and mitigate certain types of attacks, including Cross Site Scripting (XSS) and data injection attacks. These attacks are used for everything from data theft to site defacement or distribution of malware. CSP provides a set of standard HTTP headers that allow website owners to declare approved sources of content that browsers should be allowed to load on that page — covered types are JavaScript, CSS, HTML frames, fonts, images and embeddable objects such as Java applets, ActiveX, audio and video files.",,320,,2454,GET,Content Security Policy (CSP) Header Not Set,,,10038,"https://developer.mozilla.org/en-US/docs/Web/Security/CSP/Introducing_Content_Security_Policy
https://cheatsheetseries.owasp.org/cheatsheets/Content_Security_Policy_Cheat_Sheet.html
https://www.w3.org/TR/CSP/
https://w3c.github.io/webappsec-csp/
https://web.dev/articles/csp
https://caniuse.com/#feat=contentsecuritypolicy
https://content-security-policy.com/",Medium,"Ensure that your web server, application server, load balancer, etc. is configured to set the Content-Security-Policy header.",2454,3,"{'OWASP_2021_A05': 'https://owasp.org/Top10/A05_2021-Security_Misconfiguration/', 'POLICY_QA_STD': '', 'POLICY_PENTEST': '', 'CWE-693': 'https://cwe.mitre.org/data/definitions/693.html', 'OWASP_2017_A06': 'https://owasp.org/www-project-top-ten/2017/A6_2017-Security_Misconfiguration.html'}",http://dvwa/dvwa/css/?C=M;O=D,15
X-Content-Type-Options Header Missing,10021,,Medium,693,"The Anti-MIME-Sniffing header X-Content-Type-Options was not set to 'nosniff'. This allows older versions of Internet Explorer and Chrome to perform MIME-sniffing on the response body, potentially causing the response body to be interpreted and displayed as a content type other than the declared content type. Current (early 2014) and legacy versions of Firefox will use the declared content type (if one is set), rather than performing MIME-sniffing.",,321,,2452,GET,X-Content-Type-Options Header Missing,"This issue still applies to error type pages (401, 403, 500, etc.) as those pages are often still affected by injection issues, in which case there is still concern for browsers sniffing pages away from their actual content type.
At ""High"" threshold this scan rule will not alert on client or server error responses.",x-content-type-options,10021,"https://learn.microsoft.com/en-us/previous-versions/windows/internet-explorer/ie-developer/compatibility/gg622941(v=vs.85)
https://owasp.org/www-community/Security_Headers",Low,"Ensure that the application/web server sets the Content-Type header appropriately, and that it sets the X-Content-Type-Options header to 'nosniff' for all web pages.
If possible, ensure that the end user uses a standards-compliant and modern web browser that does not perform MIME-sniffing at all, or that can be directed by the web application/web server to not perform MIME-sniffing.",2452,3,"{'OWASP_2021_A05': 'https://owasp.org/Top10/A05_2021-Security_Misconfiguration/', 'POLICY_QA_STD': '', 'POLICY_PENTEST': '', 'CWE-693': 'https://cwe.mitre.org/data/definitions/693.html', 'OWASP_2017_A06': 'https://owasp.org/www-project-top-ten/2017/A6_2017-Security_Misconfiguration.html'}",http://dvwa/dvwa/images/?C=D;O=A,15
Missing Anti-clickjacking Header,10020-1,,Medium,1021,The response does not protect against 'ClickJacking' attacks. It should include either Content-Security-Policy with 'frame-ancestors' directive or X-Frame-Options.,,322,,2465,GET,Missing Anti-clickjacking Header,,x-frame-options,10020,https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers/X-Frame-Options,Medium,"Modern Web browsers support the Content-Security-Policy and X-Frame-Options HTTP headers. Ensure one of them is set on all web pages returned by your site/app.
If you expect the page to be framed only by pages on your server (e.g. it's part of a FRAMESET) then you'll want to use SAMEORIGIN, otherwise if you never expect the page to be framed, you should use DENY. Alternatively consider implementing Content Security Policy's ""frame-ancestors"" directive.",2465,3,"{'OWASP_2021_A05': 'https://owasp.org/Top10/A05_2021-Security_Misconfiguration/', 'POLICY_QA_STD': '', 'POLICY_PENTEST': '', 'CWE-1021': 'https://cwe.mitre.org/data/definitions/1021.html', 'WSTG-v42-CLNT-09': 'https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/11-Client-side_Testing/09-Testing_for_Clickjacking', 'OWASP_2017_A06': 'https://owasp.org/www-project-top-ten/2017/A6_2017-Security_Misconfiguration.html'}",http://dvwa/dvwa/js/?C=M;O=A,15
X-Content-Type-Options Header Missing,10021,,Medium,693,"The Anti-MIME-Sniffing header X-Content-Type-Options was not set to 'nosniff'. This allows older versions of Internet Explorer and Chrome to perform MIME-sniffing on the response body, potentially causing the response body to be interpreted and displayed as a content type other than the declared content type. Current (early 2014) and legacy versions of Firefox will use the declared content type (if one is set), rather than performing MIME-sniffing.",,323,,2461,GET,X-Content-Type-Options Header Missing,"This issue still applies to error type pages (401, 403, 500, etc.) as those pages are often still affected by injection issues, in which case there is still concern for browsers sniffing pages away from their actual content type.
At ""High"" threshold this scan rule will not alert on client or server error responses.",x-content-type-options,10021,"https://learn.microsoft.com/en-us/previous-versions/windows/internet-explorer/ie-developer/compatibility/gg622941(v=vs.85)
https://owasp.org/www-community/Security_Headers",Low,"Ensure that the application/web server sets the Content-Type header appropriately, and that it sets the X-Content-Type-Options header to 'nosniff' for all web pages.
If possible, ensure that the end user uses a standards-compliant and modern web browser that does not perform MIME-sniffing at all, or that can be directed by the web application/web server to not perform MIME-sniffing.",2461,3,"{'OWASP_2021_A05': 'https://owasp.org/Top10/A05_2021-Security_Misconfiguration/', 'POLICY_QA_STD': '', 'POLICY_PENTEST': '', 'CWE-693': 'https://cwe.mitre.org/data/definitions/693.html', 'OWASP_2017_A06': 'https://owasp.org/www-project-top-ten/2017/A6_2017-Security_Misconfiguration.html'}",http://dvwa/icons/image2.gif,15
Missing Anti-clickjacking Header,10020-1,,Medium,1021,The response does not protect against 'ClickJacking' attacks. It should include either Content-Security-Policy with 'frame-ancestors' directive or X-Frame-Options.,,324,,2466,GET,Missing Anti-clickjacking Header,,x-frame-options,10020,https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers/X-Frame-Options,Medium,"Modern Web browsers support the Content-Security-Policy and X-Frame-Options HTTP headers. Ensure one of them is set on all web pages returned by your site/app.
If you expect the page to be framed only by pages on your server (e.g. it's part of a FRAMESET) then you'll want to use SAMEORIGIN, otherwise if you never expect the page to be framed, you should use DENY. Alternatively consider implementing Content Security Policy's ""frame-ancestors"" directive.",2466,3,"{'OWASP_2021_A05': 'https://owasp.org/Top10/A05_2021-Security_Misconfiguration/', 'POLICY_QA_STD': '', 'POLICY_PENTEST': '', 'CWE-1021': 'https://cwe.mitre.org/data/definitions/1021.html', 'WSTG-v42-CLNT-09': 'https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/11-Client-side_Testing/09-Testing_for_Clickjacking', 'OWASP_2017_A06': 'https://owasp.org/www-project-top-ten/2017/A6_2017-Security_Misconfiguration.html'}",http://dvwa/dvwa/js/?C=N;O=D,15
Application Error Disclosure,90022,,Medium,550,This page contains an error/warning message that may disclose sensitive information like the location of the file that produced the unhandled exception. This information can be used to launch further attacks against the web application. The alert could be a false positive if the error message is found inside a documentation page.,Parent Directory,325,,2463,GET,Application Error Disclosure,,,90022,,Medium,Review the source code of this page. Implement custom error pages. Consider implementing a mechanism to provide a unique error reference/identifier to the client (browser) while logging the details on the server side and not exposing them to the user.,2463,3,"{'WSTG-v42-ERRH-02': 'https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/08-Testing_for_Error_Handling/02-Testing_for_Stack_Traces', 'WSTG-v42-ERRH-01': 'https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/08-Testing_for_Error_Handling/01-Testing_For_Improper_Error_Handling', 'OWASP_2021_A05': 'https://owasp.org/Top10/A05_2021-Security_Misconfiguration/', 'POLICY_QA_STD': '', 'POLICY_PENTEST': '', 'CWE-550': 'https://cwe.mitre.org/data/definitions/550.html', 'OWASP_2017_A06': 'https://owasp.org/www-project-top-ten/2017/A6_2017-Security_Misconfiguration.html'}",http://dvwa/dvwa/?C=S;O=D,13
Application Error Disclosure,90022,,Medium,550,This page contains an error/warning message that may disclose sensitive information like the location of the file that produced the unhandled exception. This information can be used to launch further attacks against the web application. The alert could be a false positive if the error message is found inside a documentation page.,Parent Directory,326,,2465,GET,Application Error Disclosure,,,90022,,Medium,Review the source code of this page. Implement custom error pages. Consider implementing a mechanism to provide a unique error reference/identifier to the client (browser) while logging the details on the server side and not exposing them to the user.,2465,3,"{'WSTG-v42-ERRH-02': 'https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/08-Testing_for_Error_Handling/02-Testing_for_Stack_Traces', 'WSTG-v42-ERRH-01': 'https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/08-Testing_for_Error_Handling/01-Testing_For_Improper_Error_Handling', 'OWASP_2021_A05': 'https://owasp.org/Top10/A05_2021-Security_Misconfiguration/', 'POLICY_QA_STD': '', 'POLICY_PENTEST': '', 'CWE-550': 'https://cwe.mitre.org/data/definitions/550.html', 'OWASP_2017_A06': 'https://owasp.org/www-project-top-ten/2017/A6_2017-Security_Misconfiguration.html'}",http://dvwa/dvwa/js/?C=M;O=A,13
Content Security Policy (CSP) Header Not Set,10038-1,,High,693,"Content Security Policy (CSP) is an added layer of security that helps to detect and mitigate certain types of attacks, including Cross Site Scripting (XSS) and data injection attacks. These attacks are used for everything from data theft to site defacement or distribution of malware. CSP provides a set of standard HTTP headers that allow website owners to declare approved sources of content that browsers should be allowed to load on that page — covered types are JavaScript, CSS, HTML frames, fonts, images and embeddable objects such as Java applets, ActiveX, audio and video files.",,327,,2465,GET,Content Security Policy (CSP) Header Not Set,,,10038,"https://developer.mozilla.org/en-US/docs/Web/Security/CSP/Introducing_Content_Security_Policy
https://cheatsheetseries.owasp.org/cheatsheets/Content_Security_Policy_Cheat_Sheet.html
https://www.w3.org/TR/CSP/
https://w3c.github.io/webappsec-csp/
https://web.dev/articles/csp
https://caniuse.com/#feat=contentsecuritypolicy
https://content-security-policy.com/",Medium,"Ensure that your web server, application server, load balancer, etc. is configured to set the Content-Security-Policy header.",2465,3,"{'OWASP_2021_A05': 'https://owasp.org/Top10/A05_2021-Security_Misconfiguration/', 'POLICY_QA_STD': '', 'POLICY_PENTEST': '', 'CWE-693': 'https://cwe.mitre.org/data/definitions/693.html', 'OWASP_2017_A06': 'https://owasp.org/www-project-top-ten/2017/A6_2017-Security_Misconfiguration.html'}",http://dvwa/dvwa/js/?C=M;O=A,15
Application Error Disclosure,90022,,Medium,550,This page contains an error/warning message that may disclose sensitive information like the location of the file that produced the unhandled exception. This information can be used to launch further attacks against the web application. The alert could be a false positive if the error message is found inside a documentation page.,Parent Directory,328,,2466,GET,Application Error Disclosure,,,90022,,Medium,Review the source code of this page. Implement custom error pages. Consider implementing a mechanism to provide a unique error reference/identifier to the client (browser) while logging the details on the server side and not exposing them to the user.,2466,3,"{'WSTG-v42-ERRH-02': 'https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/08-Testing_for_Error_Handling/02-Testing_for_Stack_Traces', 'WSTG-v42-ERRH-01': 'https://owasp.org/www-project-web-security-testing-guide/v42/4-Web_Application_Security_Testing/08-Testing_for_Error_Handling/01-Testing_For_Improper_Error_Handling', 'OWASP_2021_A05': 'https://owasp.org/Top10/A05_2021-Security_Misconfiguration/', 'POLICY_QA_STD': '', 'POLICY_PENTEST': '', 'CWE-550': 'https://cwe.mitre.org/data/definitions/550.html', 'OWASP_2017_A06': 'https://owasp.org/www-project-top-ten/2017/A6_2017-Security_Misconfiguration.html'}",http://dvwa/dvwa/js/?C=N;O=D,13
Content Security Policy (CSP) Header Not Set,10038-1,,High,693,"Content Security Policy (CSP) is an added layer of security that helps to detect and mitigate certain types of attacks, including Cross Site Scripting (XSS) and data injection attacks. These attacks are used for everything from data theft to site defacement or distribution of malware. CSP provides a set of standard HTTP headers that allow website owners to declare approved sources of content that browsers should be allowed to load on that page — covered types are JavaScript, CSS, HTML frames, fonts, images and embeddable objects such as Java applets, ActiveX, audio and video files.",,329,,2466,GET,Content Security Policy (CSP) Header Not Set,,,10038,"https://developer.mozilla.org/en-US/docs/Web/Security/CSP/Introducing_Content_Security_Policy
https://cheatsheetseries.owasp.org/cheatsheets/Content_Security_Policy_Cheat_Sheet.html
https://www.w3.org/TR/CSP/
https://w3c.github.io/webappsec-csp/
https://web.dev/articles/csp
https://caniuse.com/#feat=contentsecuritypolicy
https://content-security-policy.com/",Medium,"Ensure that your web server, application server, load balancer, etc. is configured to set the Content-Security-Policy header.",2466,3,"{'OWASP_2021_A05': 'https://owasp.org/Top10/A05_2021-Security_Misconfiguration/', 'POLICY_QA_STD': '', 'POLICY_PENTEST': '', 'CWE-693': 'https://cwe.mitre.org/data/definitions/693.html', 'OWASP_2017_A06': 'https://owasp.org/www-project-top-ten/2017/A6_2017-Security_Misconfiguration.html'}",http://dvwa/dvwa/js/?C=N;O=D,15
Directory Browsing,10033,,Medium,548,"It is possible to view a listing of the directory contents. Directory listings may reveal hidden scripts, include files, backup source files, etc., which can be accessed to reveal sensitive information.",<title>Index of /dvwa/js</title>,330,,2465,GET,Directory Browsing,Web server identified: Apache 2,,10033,https://cwe.mitre.org/data/definitions/548.html,Medium,Configure the web server to disable directory browsing.,2465,3,"{'OWASP_2021_A05': 'https://owasp.org/Top10/A05_2021-Security_Misconfiguration/', 'POLICY_QA_STD': '', 'CWE-548': 'https://cwe.mitre.org/data/definitions/548.html', 'POLICY_PENTEST': '', 'OWASP_2017_A06': 'https://owasp.org/www-project-top-ten/2017/A6_2017-Security_Misconfiguration.html'}",http://dvwa/dvwa/js/?C=M;O=A,16
Content Security Policy (CSP) Header Not Set,10038-1,,High,693,"Content Security Policy (CSP) is an added layer of security that helps to detect and mitigate certain types of attacks, including Cross Site Scripting (XSS) and data injection attacks. These attacks are used for everything from data theft to site defacement or distribution of malware. CSP provides a set of standard HTTP headers that allow website owners to declare approved sources of content that browsers should be allowed to load on that page — covered types are JavaScript, CSS, HTML frames, fonts, images and embeddable objects such as Java applets, ActiveX, audio and video files.",,331,,2463,GET,Content Security Policy (CSP) Header Not Set,,,10038,"https://developer.mozilla.org/en-US/docs/Web/Security/CSP/Introducing_Content_Security_Policy
https://cheatsheetseries.owasp.org/cheatsheets/Content_Security_Policy_Cheat_Sheet.html
https://www.w3.org/TR/CSP/
https://w3c.github.io/webappsec-csp/
https://web.dev/articles/csp
https://caniuse.com/#feat=contentsecuritypolicy
https://content-security-policy.com/",Medium,"Ensure that your web server, application server, load balancer, etc. is configured to set the Content-Security-Policy header.",2463,3,"{'OWASP_2021_A05': 'https://owasp.org/Top10/A05_2021-Security_Misconfiguration/', 'POLICY_QA_STD': '', 'POLICY_PENTEST': '', 'CWE-693': 'https://cwe.mitre.org/data/definitions/693.html', 'OWASP_2017_A06': 'https://owasp.org/www-project-top-ten/2017/A6_2017-Security_Misconfiguration.html'}",http://dvwa/dvwa/?C=S;O=D,15
Directory Browsing,10033,,Medium,548,"It is possible to view a listing of the directory contents. Directory listings may reveal hidden scripts, include files, backup source files, etc., which can be accessed to reveal sensitive information.",<title>Index of /dvwa/css</title>,332,,2454,GET,Directory Browsing,Web server identified: Apache 2,,10033,https://cwe.mitre.org/data/definitions/548.html,Medium,Configure the web server to disable directory browsing.,2454,3,"{'OWASP_2021_A05': 'https://owasp.org/Top10/A05_2021-Security_Misconfiguration/', 'POLICY_QA_STD': '', 'CWE-548': 'https://cwe.mitre.org/data/definitions/548.html', 'POLICY_PENTEST': '', 'OWASP_2017_A06': 'https://owasp.org/www-project-top-ten/2017/A6_2017-Security_Misconfiguration.html'}",http://dvwa/dvwa/css/?C=M;O=D,16
Directory Browsing,10033,,Medium,548,"It is possible to view a listing of the directory contents. Directory listings may reveal hidden scripts, include files, backup source files, etc., which can be accessed to reveal sensitive information.",<title>Index of /dvwa/js</title>,333,,2466,GET,Directory Browsing,Web server identified: Apache 2,,10033,https://cwe.mitre.org/data/definitions/548.html,Medium,Configure the web server to disable directory browsing.,2466,3,"{'OWASP_2021_A05': 'https://owasp.org/Top10/A05_2021-Security_Misconfiguration/', 'POLICY_QA_STD': '', 'CWE-548': 'https://cwe.mitre.org/data/definitions/548.html', 'POLICY_PENTEST': '', 'OWASP_2017_A06': 'https://owasp.org/www-project-top-ten/2017/A6_2017-Security_Misconfiguration.html'}",http://dvwa/dvwa/js/?C=N;O=D,16
X-Content-Type-Options Header Missing,10021,,Medium,693,"The Anti-MIME-Sniffing header X-Content-Type-Options was not set to 'nosniff'. This allows older versions of Internet Explorer and Chrome to perform MIME-sniffing on the response body, potentially causing the response body to be interpreted and displayed as a content type other than the declared content type. Current (early 2014) and legacy versions of Firefox will use the declared content type (if one is set), rather than performing MIME-sniffing.",,334,,2464,GET,X-Content-Type-Options Header Missing,"This issue still applies to error type pages (401, 403, 500, etc.) as those pages are often still affected by injection issues, in which case there is still concern for browsers sniffing pages away from their actual content type.
At ""High"" threshold this scan rule will not alert on client or server error responses.",x-content-type-options,10021,"https://learn.microsoft.com/en-us/previous-versions/windows/internet-explorer/ie-developer/compatibility/gg622941(v=vs.85)
https://owasp.org/www-community/Security_Headers",Low,"Ensure that the application/web server sets the Content-Type header appropriately, and that it sets the X-Content-Type-Options header to 'nosniff' for all web pages.
If possible, ensure that the end user uses a standards-compliant and modern web browser that does not perform MIME-sniffing at all, or that can be directed by the web application/web server to not perform MIME-sniffing.",2464,3,"{'OWASP_2021_A05': 'https://owasp.org/Top10/A05_2021-Security_Misconfiguration/', 'POLICY_QA_STD': '', 'POLICY_PENTEST': '', 'CWE-693': 'https://cwe.mitre.org/data/definitions/693.html', 'OWASP_2017_A06': 'https://owasp.org/www-project-top-ten/2017/A6_2017-Security_Misconfiguration.html'}",http://dvwa/icons/back.gif,15
